name	kmerScore_1mer	kmerScore_2mer	kmerScore_3mer	kmerScore_6mer	kmerScore_9mer	kmerScore_12mer	ORF_cover	RNA_size	coding_potential	label
MSTRG.100856.1	0.498109	0.497745	0.498426	0.475605	0.471569	0.344368	0.455696202531646	474	0.076	0
MSTRG.100857.1	0.506299	0.51218	0.495695	0.506071	0.470666	0.151807	0.675	360	0.03	0
MSTRG.10086.1	0.502395	0.502741	0.506118	0.504304	0.491434	0.285454	0.347248576850095	527	0	0
MSTRG.100870.1	0.520195	0.543183	0.57931	0.674673	0.734165	0.724372	0.582417582417582	1365	1	1
MSTRG.100872.1	0.493037	0.483133	0.474373	0.46034	0.461226	0.32633	0.124772313296903	3294	0.004	0
MSTRG.100873.1	0.499651	0.49833	0.506452	0.522964	0.536961	0.478291	0.262025316455696	790	0.274	0
MSTRG.100873.2	0.499764	0.498621	0.50719	0.533661	0.561161	0.516508	0.188755020080321	747	0.012	0
MSTRG.100873.3	0.497181	0.494031	0.495321	0.51591	0.536612	0.485727	0.427777777777778	540	0.446	0
MSTRG.100875.1	0.514384	0.524013	0.519648	0.515347	0.488392	0.354437	0.9	320	0.06	0
MSTRG.100904.1	0.515409	0.532491	0.541431	0.560468	0.581242	0.414913	0.479843953185956	769	0.18	0
MSTRG.100915.1	0.498099	0.495723	0.490262	0.503866	0.541507	0.354941	0.151029748283753	1311	0.012	0
MSTRG.10093.1	0.487275	0.468041	0.44708	0.399558	0.342417	0.139755	0.396039603960396	303	0	0
MSTRG.10094.1	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.348913043478261	1840	0.246	0
MSTRG.10094.10	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.377869334902884	1699	0.306	0
MSTRG.10094.11	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.355875831485588	1804	0.244	0
MSTRG.10094.12	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.364565587734242	1761	0.242	0
MSTRG.10094.13	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.373255813953488	1720	0.264	0
MSTRG.10094.14	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.378537735849057	1696	0.302	0
MSTRG.10094.15	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.367697594501718	1746	0.254	0
MSTRG.10094.16	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.360471645143178	1781	0.254	0
MSTRG.10094.17	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.521527213647441	1231	0.436	0
MSTRG.10094.18	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.4874715261959	1317	0.454	0
MSTRG.10094.2	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.373255813953488	1720	0.264	0
MSTRG.10094.3	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.360471645143178	1781	0.254	0
MSTRG.10094.4	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.373690337601863	1718	0.27	0
MSTRG.10094.5	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.364565587734242	1761	0.242	0
MSTRG.10094.6	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.284070796460177	2260	0.19	0
MSTRG.10094.7	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.285460204535349	2249	0.206	0
MSTRG.10094.8	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.348534201954397	1842	0.242	0
MSTRG.10094.9	0.514406	0.530812	0.535553	0.552701	0.560155	0.450482	0.275891706059304	2327	0.188	0
MSTRG.100950.1	0.514832	0.532915	0.561979	0.618588	0.659694	0.522528	0.486486486486487	518	0.438	0
MSTRG.100955.1	0.502815	0.504159	0.503738	0.509412	0.63146	0.872228	0.77910447761194	335	0.4	0
MSTRG.100956.1	0.499877	0.49963	0.508836	0.527162	0.55808	0.495909	0.38048090523338	2121	0.862	1
MSTRG.100957.1	0.519177	0.538641	0.524417	0.531153	0.527541	0.476078	0.245033112582781	453	0.132	0
MSTRG.100959.1	0.48588	0.46866	0.469407	0.446347	0.434592	0.257653	0.155207624234173	1469	0.002	0
MSTRG.100964.1	0.508631	0.520177	0.527179	0.557105	0.593848	0.541839	0.117217689995706	2329	0.004	0
MSTRG.100964.2	0.486138	0.46906	0.433993	0.390948	0.357156	0.279505	0.122713668107749	3007	0	0
MSTRG.100964.3	0.494031	0.490776	0.472114	0.44994	0.456845	0.361031	0.158405172413793	928	0.006	0
MSTRG.100966.1	0.515933	0.532822	0.546413	0.587955	0.612962	0.534228	0.377294357579878	1471	0.662	1
MSTRG.100966.2	0.515933	0.532822	0.546413	0.587955	0.612962	0.534228	0.363457760314342	1527	0.614	1
MSTRG.100966.3	0.515933	0.532822	0.546413	0.587955	0.612962	0.534228	0.47598627787307	1166	0.856	1
MSTRG.10097.1	0.50851	0.516652	0.514614	0.511656	0.490126	0.455778	0.474074074074074	405	0.084	0
MSTRG.100972.1	0.505784	0.51305	0.540349	0.578203	0.610905	0.542956	0.924220963172805	1412	0.982	1
MSTRG.100972.2	0.504833	0.51131	0.542392	0.584694	0.620351	0.558221	0.727797833935018	1385	0.998	1
MSTRG.100978.1	0.5187	0.539663	0.608296	0.721179	0.791567	0.701754	0.876237623762376	404	0.898	1
MSTRG.100988.1	0.504995	0.511064	0.509338	0.521757	0.534394	0.367766	0.289597000937207	1067	0.13	0
MSTRG.100988.2	0.505604	0.512011	0.51322	0.543912	0.582369	0.46881	0.361111111111111	756	0.44	0
MSTRG.100994.1	0.499846	0.497752	0.510935	0.507029	0.513482	0.379675	0.47027027027027	370	0.08	0
MSTRG.10100.1	0.496487	0.493335	0.516794	0.547986	0.595312	0.52054	0.839408866995074	1015	0.766	1
MSTRG.101009.1	0.520716	0.541414	0.542164	0.567193	0.562859	0.517931	0.297680412371134	776	0.236	0
MSTRG.10101.1	0.497789	0.496228	0.507706	0.531949	0.575135	0.504542	0.561818181818182	1100	0.918	1
MSTRG.101024.1	0.491877	0.481538	0.464584	0.44016	0.446927	0.394325	0.118340163934426	1952	0	0
MSTRG.101027.1	0.51112	0.523821	0.547732	0.584517	0.611177	0.569217	0.351659751037344	964	0.656	1
MSTRG.10104.1	0.525683	0.549538	0.571051	0.629386	0.639867	0.516435	0.382716049382716	243	0.202	0
MSTRG.101054.1	0.511617	0.524042	0.534223	0.554334	0.570896	0.440851	0.455626715462031	1093	0.444	0
MSTRG.101054.2	0.512623	0.526242	0.540849	0.568684	0.58129	0.410334	0.405797101449275	1035	0.058	0
MSTRG.101056.1	0.500645	0.504577	0.498509	0.488855	0.497308	0.372316	0.322058823529412	680	0.074	0
MSTRG.101056.2	0.489642	0.478061	0.463991	0.451492	0.459753	0.406783	0.317180616740088	681	0.104	0
MSTRG.101061.1	0.495823	0.490216	0.480669	0.472468	0.480963	0.367099	0.196498054474708	1542	0.004	0
MSTRG.101061.2	0.517045	0.533844	0.546466	0.568587	0.57858	0.481146	0.262474367737526	1463	0.268	0
MSTRG.101076.1	0.513389	0.525373	0.505066	0.523012	0.526464	0.426156	0.0698887343532684	2876	0.004	0
MSTRG.101076.2	0.509889	0.519569	0.530584	0.58014	0.616509	0.505226	0.0848748639825898	2757	0.022	0
MSTRG.101076.3	0.512562	0.523514	0.504545	0.52604	0.544545	0.462259	0.058695652173913	2760	0.006	0
MSTRG.101076.4	0.507169	0.51379	0.506762	0.53449	0.565696	0.460535	0.0898916967509025	2770	0.012	0
MSTRG.101077.1	0.499604	0.500876	0.507097	0.519644	0.543166	0.465865	0.382198952879581	573	0.374	0
MSTRG.10108.1	0.508216	0.516724	0.543551	0.573144	0.605709	0.524448	0.825842696629214	712	0.76	1
MSTRG.101103.1	0.495526	0.487876	0.475254	0.456851	0.413004	0.231729	0.352941176470588	306	0.008	0
MSTRG.101108.1	0.504153	0.509688	0.532478	0.555223	0.618304	0.86505	0.933852140077821	514	0.938	1
MSTRG.101111.2	0.488866	0.477809	0.465271	0.45496	0.454914	0.328538	0.219512195121951	656	0.012	0
MSTRG.101112.1	0.519076	0.539263	0.558123	0.603098	0.617184	0.586911	0.431976166832175	1007	0.782	1
MSTRG.101112.2	0.520177	0.541602	0.555098	0.600931	0.622159	0.476396	0.286549707602339	1026	0.154	0
MSTRG.101124.13	0.504512	0.510765	0.512742	0.511371	0.504414	0.404194	0.301217038539554	1972	0.116	0
MSTRG.101124.14	0.504512	0.510765	0.512742	0.511371	0.504414	0.404194	0.334271243669105	1777	0.134	0
MSTRG.101124.15	0.504512	0.510765	0.512742	0.511371	0.504414	0.404194	0.36734693877551	1617	0.186	0
MSTRG.101124.16	0.504512	0.510765	0.512742	0.511371	0.504414	0.404194	0.531305903398927	1118	0.376	0
MSTRG.101124.17	0.504512	0.510765	0.512742	0.511371	0.504414	0.404194	0.634615384615385	936	0.508	1
MSTRG.101124.18	0.504512	0.510765	0.512742	0.511371	0.504414	0.404194	0.381748071979434	1556	0.212	0
MSTRG.101124.19	0.505152	0.512434	0.510585	0.508525	0.488962	0.419819	0.340050377833753	1588	0.156	0
MSTRG.101134.1	0.504399	0.511259	0.513404	0.53786	0.567843	0.49406	0.429967426710098	307	0.19	0
MSTRG.101135.2	0.499349	0.500862	0.501705	0.522085	0.544693	0.435048	0.453416149068323	483	0.372	0
MSTRG.101141.1	0.51423	0.529605	0.53934	0.555889	0.56165	0.455472	0.364172068355922	1697	0.284	0
MSTRG.101141.2	0.51423	0.529605	0.53934	0.555889	0.56165	0.455472	0.365896980461812	1689	0.286	0
MSTRG.10115.1	0.508276	0.519443	0.553243	0.595805	0.63102	0.562937	0.724137931034483	1073	0.928	1
MSTRG.10115.2	0.508276	0.519443	0.553243	0.595805	0.63102	0.562937	0.770833333333333	1008	0.924	1
MSTRG.101158.1	0.513673	0.527779	0.512551	0.506202	0.502852	0.371775	0.291044776119403	402	0.072	0
MSTRG.101161.1	0.501303	0.503748	0.490031	0.490823	0.488897	0.417539	0.732558139534884	860	0.566	1
MSTRG.101169.1	0.494854	0.491464	0.473016	0.476336	0.530857	0.533081	0.213483146067416	267	0.092	0
MSTRG.10120.1	0.501356	0.503134	0.527387	0.550739	0.564878	0.561293	0.440949935815148	1558	0.874	1
MSTRG.101204.1	0.481036	0.459525	0.430455	0.374786	0.334653	0.301161	0.444444444444444	351	0.004	0
MSTRG.101208.4	0.490726	0.481651	0.467151	0.42275	0.397842	0.278379	0.0843113032736257	3238	0	0
MSTRG.101208.5	0.505879	0.513684	0.515302	0.514647	0.50806	0.480323	0.0601744186046512	3440	0.006	0
MSTRG.101208.6	0.490726	0.481651	0.467151	0.42275	0.397842	0.278379	0.109991941982272	2482	0	0
MSTRG.101208.7	0.505879	0.513684	0.515302	0.514647	0.50806	0.480323	0.28125	736	0.132	0
MSTRG.101212.1	0.503062	0.507798	0.515113	0.541915	0.56662	0.417309	0.448931116389549	421	0.158	0
MSTRG.101214.1	0.51946	0.541167	0.585873	0.670526	0.740435	0.745369	0.529118136439268	1202	1	1
MSTRG.101227.1	0.509176	0.520815	0.537798	0.566454	0.580073	0.42423	0.704600484261501	413	0.118	0
MSTRG.101229.1	0.499763	0.499505	0.525094	0.552613	0.597671	0.821532	0.722608695652174	1150	1	1
MSTRG.101229.2	0.499738	0.499437	0.525936	0.555575	0.602575	0.819509	0.876750700280112	1071	1	1
MSTRG.101229.3	0.499763	0.499505	0.525094	0.552613	0.597671	0.821532	0.736702127659574	1128	1	1
MSTRG.101230.1	0.501909	0.505126	0.5041	0.498168	0.514832	0.55926	0.276140492531288	2477	0.804	1
MSTRG.101230.10	0.500323	0.501961	0.502223	0.497274	0.517401	0.552864	0.377415199656505	2329	0.788	1
MSTRG.101230.11	0.509662	0.521566	0.509264	0.518431	0.535936	0.509722	0.202260799354057	2477	0.49	1
MSTRG.101230.12	0.501909	0.505126	0.5041	0.498168	0.514832	0.55926	0.278501628664495	2456	0.816	1
MSTRG.101230.13	0.509057	0.520358	0.511209	0.522184	0.53888	0.527679	0.22648671446647	2371	0.668	1
MSTRG.101230.14	0.500335	0.502025	0.502454	0.498036	0.516793	0.54457	0.390358361774744	2344	0.758	1
MSTRG.101230.15	0.509662	0.521566	0.509264	0.518431	0.535936	0.509722	0.218491059747056	2293	0.588	1
MSTRG.101230.16	0.500529	0.50231	0.501954	0.497084	0.517557	0.54795	0.392216878006122	2287	0.788	1
MSTRG.101230.2	0.501846	0.505048	0.5043	0.499092	0.514187	0.548368	0.288115246098439	2499	0.754	1
MSTRG.101230.3	0.501846	0.505048	0.5043	0.499092	0.514187	0.548368	0.289389067524116	2488	0.756	1
MSTRG.101230.4	0.500323	0.501961	0.502223	0.497274	0.517401	0.552864	0.38035482475119	2311	0.792	1
MSTRG.101230.5	0.500335	0.502025	0.502454	0.498036	0.516793	0.54457	0.378255477470029	2419	0.73	1
MSTRG.101230.6	0.500335	0.502025	0.502454	0.498036	0.516793	0.54457	0.395932496754652	2311	0.758	1
MSTRG.101230.7	0.501909	0.505126	0.5041	0.498168	0.514832	0.55926	0.28171334431631	2428	0.822	1
MSTRG.101230.8	0.500529	0.50231	0.501954	0.497084	0.517557	0.54795	0.391703056768559	2290	0.788	1
MSTRG.101230.9	0.501846	0.505048	0.5043	0.499092	0.514187	0.548368	0.288461538461538	2496	0.754	1
MSTRG.101232.1	0.498055	0.496791	0.485242	0.473065	0.465315	0.319903	0.523809523809524	504	0.04	0
MSTRG.101234.1	0.518687	0.537897	0.544168	0.573168	0.588836	0.480846	0.279592929833958	1867	0.444	0
MSTRG.101237.1	0.498482	0.497181	0.509738	0.525101	0.552735	0.474939	0.792358803986711	602	0.726	1
MSTRG.101243.1	0.505838	0.513831	0.517623	0.512769	0.489535	0.376863	0.152321083172147	2068	0.002	0
MSTRG.101243.10	0.506687	0.515482	0.50685	0.493077	0.472035	0.340947	0.205507051712559	1489	0.046	0
MSTRG.101243.11	0.501445	0.50503	0.504794	0.499173	0.478422	0.359462	0.36126932465419	1229	0.182	0
MSTRG.101243.12	0.505618	0.5151	0.523444	0.524144	0.51176	0.431924	0.220426157237326	1361	0.09	0
MSTRG.101243.13	0.502734	0.506806	0.516646	0.509554	0.489458	0.367427	0.298262548262548	1036	0.138	0
MSTRG.101243.14	0.505716	0.513989	0.506873	0.491849	0.476821	0.350276	0.568359375	512	0.152	0
MSTRG.101243.15	0.508154	0.516675	0.520317	0.526607	0.542448	0.400494	0.519083969465649	393	0.06	0
MSTRG.101243.2	0.501793	0.50565	0.508189	0.503397	0.48406	0.363706	0.305283757338552	1533	0.2	0
MSTRG.101243.3	0.501813	0.505574	0.506646	0.501516	0.481	0.360862	0.262390670553936	1715	0.168	0
MSTRG.101243.4	0.506112	0.514214	0.515857	0.510484	0.485205	0.37333	0.523809523809524	567	0.182	0
MSTRG.101243.5	0.505993	0.514128	0.514033	0.50775	0.481882	0.373058	0.131132917038359	2242	0	0
MSTRG.101243.6	0.506687	0.515482	0.50685	0.493077	0.472035	0.340947	0.235203689469639	1301	0.056	0
MSTRG.101243.7	0.505061	0.513423	0.517401	0.512788	0.496065	0.402791	0.20332936979786	1682	0.176	0
MSTRG.101243.8	0.50564	0.513561	0.513222	0.507083	0.481332	0.371436	0.142020497803807	2049	0.002	0
MSTRG.101243.9	0.504925	0.512197	0.510769	0.514808	0.518134	0.312782	0.713513513513514	370	0.048	0
MSTRG.101263.1	0.517244	0.535496	0.561031	0.628266	0.667997	0.648732	0.519587628865979	485	0.956	1
MSTRG.101276.2	0.512241	0.526037	0.552866	0.60823	0.643426	0.534014	0.357677902621723	1602	0.476	1
MSTRG.101276.3	0.510545	0.522862	0.547221	0.601249	0.640437	0.549683	0.53121801432958	977	0.918	1
MSTRG.101277.1	0.497147	0.495701	0.503672	0.509186	0.543159	0.558016	0.410377358490566	3604	0.868	1
MSTRG.101277.2	0.497577	0.496723	0.506084	0.514659	0.548537	0.571238	0.354209445585216	4870	0.954	1
MSTRG.101277.3	0.497711	0.497101	0.507157	0.516091	0.550176	0.569577	0.389702409069438	4234	0.95	1
MSTRG.101278.1	0.496705	0.496111	0.498388	0.492073	0.504694	0.389985	0.282741738066095	1634	0.216	0
MSTRG.101278.2	0.496705	0.496111	0.498388	0.492073	0.504694	0.389985	0.307385229540918	1503	0.228	0
MSTRG.101279.1	0.487768	0.4706	0.458099	0.426226	0.370319	0.294527	0.315789473684211	285	0	0
MSTRG.101282.1	0.516365	0.533552	0.532218	0.547331	0.562369	0.486585	0.263377926421405	1196	0.256	0
MSTRG.101282.2	0.516365	0.533552	0.532218	0.547331	0.562369	0.486585	0.361238532110092	872	0.464	1
MSTRG.101288.1	0.508906	0.519002	0.526387	0.553688	0.583335	0.498291	0.312883435582822	978	0.26	0
MSTRG.101294.1	0.504537	0.51025	0.532243	0.554781	0.615896	0.861879	0.981818181818182	495	0.884	1
MSTRG.101296.1	0.508389	0.520756	0.537967	0.565371	0.589357	0.4962	0.524375743162901	841	0.722	1
MSTRG.1013.1	0.486128	0.473486	0.455677	0.432472	0.416991	0.335198	0.384615384615385	312	0.026	0
MSTRG.101304.1	0.512535	0.525953	0.536262	0.560547	0.57114	0.508288	0.184038117927338	1679	0.008	0
MSTRG.101304.10	0.512535	0.525953	0.536262	0.560547	0.57114	0.508288	0.205588822355289	1503	0.38	0
MSTRG.101304.11	0.512535	0.525953	0.536262	0.560547	0.57114	0.508288	0.164449175093135	1879	0.012	0
MSTRG.101304.2	0.512535	0.525953	0.536262	0.560547	0.57114	0.508288	0.166756610901241	1853	0.008	0
MSTRG.101304.3	0.512535	0.525953	0.536262	0.560547	0.57114	0.508288	0.161189358372457	1917	0.006	0
MSTRG.101304.4	0.512535	0.525953	0.536262	0.560547	0.57114	0.508288	0.205452127659574	1504	0.384	0
MSTRG.101304.5	0.514457	0.529682	0.540076	0.564348	0.570531	0.509389	0.186440677966102	1416	0.008	0
MSTRG.101304.6	0.51367	0.527567	0.532661	0.547673	0.551046	0.46699	0.198019801980198	1515	0.004	0
MSTRG.101304.7	0.514457	0.529682	0.540076	0.564348	0.570531	0.509389	0.156213017751479	1690	0.006	0
MSTRG.101304.8	0.512535	0.525953	0.536262	0.560547	0.57114	0.508288	0.196190476190476	1575	0.012	0
MSTRG.101304.9	0.512535	0.525953	0.536262	0.560547	0.57114	0.508288	0.188644688644689	1638	0.006	0
MSTRG.101305.1	0.494763	0.488394	0.4912	0.484996	0.490876	0.378134	0.593023255813954	516	0.254	0
MSTRG.101313.1	0.504992	0.508845	0.4878	0.485155	0.482874	0.710736	0.311909262759924	529	0.854	1
MSTRG.101322.6	0.495248	0.490875	0.46684	0.452605	0.463814	0.356021	0.393775372124493	739	0.202	0
MSTRG.101354.1	0.490088	0.478481	0.498926	0.511784	0.533085	0.458595	0.441758241758242	910	0.264	0
MSTRG.101365.1	0.507093	0.51509	0.504603	0.493105	0.49907	0.34972	0.421597633136095	676	0.166	0
MSTRG.101366.1	0.519595	0.538546	0.551675	0.575174	0.580186	0.512793	0.845528455284553	738	0.534	1
MSTRG.101369.1	0.497661	0.495209	0.491594	0.478873	0.481264	0.312653	0.167213114754098	915	0.004	0
MSTRG.101373.1	0.500954	0.503569	0.498686	0.493377	0.497068	0.423664	0.402684563758389	596	0.25	0
MSTRG.101391.1	0.513403	0.528353	0.529893	0.548882	0.561967	0.464532	0.497711670480549	874	0.656	1
MSTRG.101391.2	0.513403	0.528353	0.529893	0.548882	0.561967	0.464532	0.570117955439056	763	0.668	1
MSTRG.101405.1	0.520993	0.54277	0.534656	0.573578	0.585838	0.491862	0.642023346303502	257	0.094	0
MSTRG.101439.1	0.501039	0.502817	0.485114	0.454326	0.424615	0.200617	0.456674473067916	427	0.002	0
MSTRG.10144.1	0.495152	0.491067	0.49796	0.51673	0.538073	0.507418	0.0976916735366859	2426	0.018	0
MSTRG.10144.2	0.49867	0.500608	0.505428	0.505351	0.530895	0.417994	0.140280561122244	1497	0.01	0
MSTRG.101453.6	0.499902	0.501875	0.511767	0.552005	0.612994	0.746146	0.567765567765568	819	0.996	1
MSTRG.101453.7	0.50391	0.510761	0.517936	0.558594	0.607315	0.694116	0.443697478991597	595	0.98	1
MSTRG.101459.1	0.49979	0.498825	0.472666	0.453575	0.406979	0.1035	0.587719298245614	342	0.002	0
MSTRG.101462.1	0.506792	0.514551	0.517686	0.530563	0.520917	0.400946	0.539201183431953	1352	0.654	1
MSTRG.101462.2	0.51419	0.530717	0.541102	0.562146	0.544825	0.471483	0.792099792099792	481	0.546	1
MSTRG.101464.1	0.500096	0.499021	0.490974	0.486389	0.589121	0.722037	0.14812309773419	2957	0.032	0
MSTRG.101464.10	0.514269	0.533439	0.565592	0.60656	0.629202	0.560514	0.105754276827372	1929	0.006	0
MSTRG.101464.11	0.503533	0.506074	0.503464	0.506284	0.643602	0.857797	0.142118863049096	2322	0.008	0
MSTRG.101464.12	0.514269	0.533439	0.565592	0.60656	0.629202	0.560514	0.156202143950995	1306	0.016	0
MSTRG.101464.13	0.500096	0.499021	0.490974	0.486389	0.589121	0.722037	0.15493455960382	2827	0.03	0
MSTRG.101464.2	0.500096	0.499021	0.490974	0.486389	0.589121	0.722037	0.152506963788301	2872	0.032	0
MSTRG.101464.3	0.512737	0.529829	0.529595	0.54709	0.564081	0.471984	0.146245059288538	1518	0.008	0
MSTRG.101464.4	0.503533	0.506074	0.503464	0.506284	0.643602	0.857797	0.122358175750834	2697	0.016	0
MSTRG.101464.5	0.514269	0.533439	0.565592	0.60656	0.629202	0.560514	0.186471663619744	1094	0.022	0
MSTRG.101464.6	0.514269	0.533439	0.565592	0.60656	0.629202	0.560514	0.148471615720524	1374	0.018	0
MSTRG.101464.7	0.503533	0.506074	0.503464	0.506284	0.643602	0.857797	0.124858115777526	2643	0.016	0
MSTRG.101464.8	0.514269	0.533439	0.565592	0.60656	0.629202	0.560514	0.153153153153153	1332	0.018	0
MSTRG.101464.9	0.514269	0.533439	0.565592	0.60656	0.629202	0.560514	0.189591078066914	1076	0.026	0
MSTRG.101471.1	0.491566	0.482423	0.493609	0.518181	0.560371	0.47343	0.268518518518519	324	0.2	0
MSTRG.101474.1	0.493842	0.489956	0.507698	0.489008	0.501477	0.39867	0.23321554770318	283	0.072	0
MSTRG.101475.1	0.512246	0.52407	0.527074	0.553322	0.55462	0.342447	0.325263157894737	950	0.022	0
MSTRG.101501.1	0.506211	0.515874	0.545113	0.583693	0.63554	0.555701	0.709756097560976	410	0.588	1
MSTRG.101512.1	0.522382	0.545869	0.554327	0.592373	0.605976	0.492789	0.210280373831776	642	0.11	0
MSTRG.101514.1	0.494746	0.488332	0.513612	0.557551	0.56557	0.419949	0.383211678832117	274	0.132	0
MSTRG.101521.1	0.49577	0.488918	0.482039	0.471459	0.494781	0.414509	0.370967741935484	372	0.1	0
MSTRG.101525.1	0.493577	0.487112	0.474284	0.443613	0.442696	0.340766	0.221864951768489	622	0.006	0
MSTRG.101526.1	0.494482	0.489548	0.48848	0.476166	0.503484	0.458561	0.11545988258317	1533	0.02	0
MSTRG.101527.1	0.515277	0.530625	0.552626	0.601677	0.620674	0.592576	0.669902912621359	309	0.398	0
MSTRG.101532.1	0.501928	0.505455	0.501518	0.529302	0.549691	0.517839	0.784615384615385	260	0.218	0
MSTRG.101535.1	0.499534	0.500885	0.507287	0.518306	0.536275	0.460568	0.898336414048059	541	0.69	1
MSTRG.101535.2	0.500782	0.503442	0.511466	0.524166	0.541481	0.469282	0.826879271070615	439	0.542	1
MSTRG.101536.1	0.510698	0.524012	0.548593	0.565814	0.576142	0.473492	0.761658031088083	386	0.238	0
MSTRG.101542.1	0.52482	0.552381	0.564587	0.59978	0.629109	0.509083	0.400621118012422	644	0.312	0
MSTRG.101544.1	0.494488	0.488852	0.480855	0.471561	0.464528	0.371092	0.302648171500631	793	0.088	0
MSTRG.101548.1	0.511598	0.52374	0.531833	0.543691	0.535841	0.40049	0.69284876905041	853	0.44	0
MSTRG.101577.1	0.502504	0.505854	0.497256	0.478486	0.424762	0.213266	0.317757009345794	321	0	0
MSTRG.10159.1	0.517861	0.537136	0.542736	0.573346	0.586029	0.466531	0.75	400	0.262	0
MSTRG.101591.1	0.497064	0.494036	0.51077	0.529241	0.555505	0.484759	0.875732708089097	4265	0.998	1
MSTRG.101591.2	0.497029	0.494036	0.510737	0.528902	0.554653	0.484342	0.85932944606414	4116	0.996	1
MSTRG.101591.3	0.497064	0.494036	0.51077	0.529241	0.555505	0.484759	0.879858657243816	4245	0.998	1
MSTRG.101603.1	0.517707	0.53614	0.574067	0.630245	0.670277	0.635976	0.492413793103448	725	0.938	1
MSTRG.101605.1	0.509945	0.522496	0.517074	0.517699	0.519622	0.392729	0.306536438767844	1331	0.178	0
MSTRG.10161.1	0.507046	0.514701	0.523932	0.548856	0.521008	0.25071	0.563636363636364	330	0.008	0
MSTRG.101615.1	0.483311	0.463979	0.43696	0.397337	0.396686	0.335108	0.266129032258065	620	0.018	0
