              Seq predicted  prediction
     MSTRG.1476.1  1:lncRNA       0.763
     MSTRG.1476.2  1:lncRNA       0.763
     MSTRG.1481.1  1:lncRNA       0.852
     MSTRG.1482.1    2:mRNA       0.596
     MSTRG.1482.2  1:lncRNA       0.852
     MSTRG.1483.1  1:lncRNA       0.782
     MSTRG.1486.1  1:lncRNA       0.852
     MSTRG.1489.1  1:lncRNA       0.863
     MSTRG.1494.1    2:mRNA       1.000
     MSTRG.1494.2  1:lncRNA       0.852
     MSTRG.1496.1  1:lncRNA       0.863
     MSTRG.1496.2  1:lncRNA       0.852
     MSTRG.1500.1  1:lncRNA       0.852
     MSTRG.1506.1  1:lncRNA       0.863
     MSTRG.1507.1  1:lncRNA       0.863
     MSTRG.1517.1  1:lncRNA       0.863
     MSTRG.1518.1  1:lncRNA       0.863
     MSTRG.1519.1  1:lncRNA       0.863
     MSTRG.1523.1  1:lncRNA       0.863
     MSTRG.1528.1    2:mRNA       1.000
     MSTRG.1528.2    2:mRNA       0.596
     MSTRG.1529.1    2:mRNA       1.000
     MSTRG.1529.2    2:mRNA       0.596
     MSTRG.1529.3    2:mRNA       1.000
     MSTRG.1529.4  1:lncRNA       0.852
     MSTRG.1530.1    2:mRNA       0.596
     MSTRG.1530.2    2:mRNA       0.596
     MSTRG.1530.3  1:lncRNA       0.852
     MSTRG.1531.1  1:lncRNA       0.863
     MSTRG.1533.1  1:lncRNA       0.863
     MSTRG.1538.1  1:lncRNA       0.852
     MSTRG.1540.1    2:mRNA       1.000
     MSTRG.1542.1  1:lncRNA       0.852
     MSTRG.1543.1    2:mRNA       1.000
     MSTRG.1544.1  1:lncRNA       0.852
     MSTRG.1545.1  1:lncRNA       0.863
     MSTRG.1546.1  1:lncRNA       0.863
     MSTRG.1549.1  1:lncRNA       0.863
     MSTRG.1550.3  1:lncRNA       0.852
     MSTRG.1551.1  1:lncRNA       0.782
     MSTRG.1552.1    2:mRNA       1.000
     MSTRG.1553.1  1:lncRNA       0.782
     MSTRG.1553.2  1:lncRNA       0.782
     MSTRG.1556.1  1:lncRNA       0.863
     MSTRG.1558.1  1:lncRNA       0.852
     MSTRG.1560.1    2:mRNA       0.596
     MSTRG.1563.1    2:mRNA       1.000
     MSTRG.1563.2    2:mRNA       0.596
     MSTRG.1564.1  1:lncRNA       0.863
     MSTRG.1567.1  1:lncRNA       0.863
     MSTRG.1569.1  1:lncRNA       0.782
     MSTRG.1569.2    2:mRNA       0.596
     MSTRG.1569.3  1:lncRNA       0.782
     MSTRG.1569.4  1:lncRNA       0.782
     MSTRG.1570.1    2:mRNA       1.000
     MSTRG.1572.1  1:lncRNA       0.852
     MSTRG.1573.1  1:lncRNA       0.863
     MSTRG.1575.1  1:lncRNA       0.782
     MSTRG.1580.1  1:lncRNA       0.852
     MSTRG.1600.1    2:mRNA       1.000
     MSTRG.1600.2    2:mRNA       1.000
     MSTRG.1600.3    2:mRNA       1.000
     MSTRG.1600.4    2:mRNA       1.000
     MSTRG.1600.5  1:lncRNA       0.863
     MSTRG.1620.1    2:mRNA       1.000
     MSTRG.1623.1  1:lncRNA       0.863
     MSTRG.1624.1  1:lncRNA       0.863
     MSTRG.1628.1    2:mRNA       1.000
    MSTRG.1630.25  1:lncRNA       0.697
     MSTRG.1638.1    2:mRNA       0.596
     MSTRG.1638.2  1:lncRNA       0.852
     MSTRG.1646.1    2:mRNA       1.000
     MSTRG.1646.2    2:mRNA       1.000
     MSTRG.1646.3  1:lncRNA       0.852
     MSTRG.1646.4    2:mRNA       1.000
     MSTRG.1646.5  1:lncRNA       0.852
     MSTRG.1647.1    2:mRNA       1.000
     MSTRG.1647.2    2:mRNA       1.000
     MSTRG.1647.3    2:mRNA       1.000
     MSTRG.1648.1  1:lncRNA       0.852
     MSTRG.1652.1  1:lncRNA       0.782
     MSTRG.1656.1  1:lncRNA       0.852
     MSTRG.1656.2  1:lncRNA       0.852
     MSTRG.1656.3  1:lncRNA       0.852
     MSTRG.1657.1  1:lncRNA       0.863
     MSTRG.1659.1  1:lncRNA       0.852
     MSTRG.1660.1    2:mRNA       1.000
     MSTRG.1660.2  1:lncRNA       0.852
     MSTRG.1663.1  1:lncRNA       0.852
     MSTRG.1663.2  1:lncRNA       0.852
     MSTRG.1663.3  1:lncRNA       0.852
     MSTRG.1663.4    2:mRNA       0.596
     MSTRG.1663.5  1:lncRNA       0.852
     MSTRG.1672.1  1:lncRNA       0.852
     MSTRG.1674.1  1:lncRNA       0.852
     MSTRG.1680.1    2:mRNA       1.000
     MSTRG.1682.1    2:mRNA       0.596
     MSTRG.1682.2  1:lncRNA       0.852
     MSTRG.1682.3  1:lncRNA       0.852
     MSTRG.1683.1  1:lncRNA       0.760
     MSTRG.1685.1  1:lncRNA       0.782
     MSTRG.1687.1  1:lncRNA       0.863
     MSTRG.1689.1  1:lncRNA       0.852
     MSTRG.1696.1    2:mRNA       0.596
     MSTRG.1700.1  1:lncRNA       0.863
     MSTRG.1701.1  1:lncRNA       0.863
     MSTRG.1706.1    2:mRNA       0.596
     MSTRG.1706.2  1:lncRNA       0.852
     MSTRG.1706.3  1:lncRNA       0.760
     MSTRG.1706.4  1:lncRNA       0.825
     MSTRG.1706.5  1:lncRNA       0.825
     MSTRG.1706.6  1:lncRNA       0.825
     MSTRG.1706.7  1:lncRNA       0.852
     MSTRG.1706.8  1:lncRNA       0.825
     MSTRG.1706.9  1:lncRNA       0.852
    MSTRG.1706.10  1:lncRNA       0.825
    MSTRG.1706.11  1:lncRNA       0.763
    MSTRG.1706.12  1:lncRNA       0.852
    MSTRG.1706.13  1:lncRNA       0.763
    MSTRG.1706.14  1:lncRNA       0.852
    MSTRG.1706.15  1:lncRNA       0.763
     MSTRG.1710.1  1:lncRNA       0.852
     MSTRG.1710.2  1:lncRNA       0.852
     MSTRG.1710.3  1:lncRNA       0.852
     MSTRG.1714.1  1:lncRNA       0.852
     MSTRG.1721.1  1:lncRNA       0.852
     MSTRG.1723.1    2:mRNA       0.596
     MSTRG.1723.2    2:mRNA       0.596
     MSTRG.1731.1  1:lncRNA       0.863
     MSTRG.1733.1  1:lncRNA       0.782
     MSTRG.1739.1  1:lncRNA       0.852
     MSTRG.1740.1    2:mRNA       1.000
     MSTRG.1741.1    2:mRNA       0.596
     MSTRG.1744.1  1:lncRNA       0.852
     MSTRG.1745.1  1:lncRNA       0.697
     MSTRG.1748.1    2:mRNA       1.000
     MSTRG.1750.1  1:lncRNA       0.863
     MSTRG.1756.3  1:lncRNA       0.782
     MSTRG.1759.1  1:lncRNA       0.852
     MSTRG.1765.1  1:lncRNA       0.863
     MSTRG.1772.1    2:mRNA       1.000
     MSTRG.1775.1  1:lncRNA       0.863
     MSTRG.1794.1  1:lncRNA       0.863
     MSTRG.1794.2  1:lncRNA       0.863
     MSTRG.1794.3  1:lncRNA       0.863
     MSTRG.1796.1  1:lncRNA       0.782
     MSTRG.1797.1    2:mRNA       1.000
     MSTRG.1797.2    2:mRNA       1.000
     MSTRG.1799.1  1:lncRNA       0.863
     MSTRG.1806.1  1:lncRNA       0.863
     MSTRG.1809.1    2:mRNA       1.000
     MSTRG.1817.1  1:lncRNA       0.852
     MSTRG.1818.1  1:lncRNA       0.852
     MSTRG.1819.1  1:lncRNA       0.852
     MSTRG.1821.1    2:mRNA       1.000
     MSTRG.1822.1  1:lncRNA       0.782
     MSTRG.1823.1    2:mRNA       1.000
     MSTRG.1823.2    2:mRNA       1.000
     MSTRG.1823.3    2:mRNA       1.000
     MSTRG.1823.4    2:mRNA       1.000
     MSTRG.1825.1  1:lncRNA       0.852
     MSTRG.1831.1  1:lncRNA       0.852
     MSTRG.1831.2  1:lncRNA       0.852
     MSTRG.1831.3  1:lncRNA       0.852
     MSTRG.1838.1  1:lncRNA       0.863
     MSTRG.1841.1  1:lncRNA       0.782
     MSTRG.1847.1    2:mRNA       1.000
     MSTRG.1847.2    2:mRNA       1.000
     MSTRG.1847.3    2:mRNA       1.000
     MSTRG.1847.4    2:mRNA       1.000
     MSTRG.1849.1  1:lncRNA       0.863
     MSTRG.1850.1  1:lncRNA       0.852
     MSTRG.1850.2  1:lncRNA       0.852
     MSTRG.1861.1  1:lncRNA       0.782
     MSTRG.1861.2  1:lncRNA       0.782
     MSTRG.1862.1  1:lncRNA       0.863
     MSTRG.1866.1  1:lncRNA       0.852
     MSTRG.1872.1  1:lncRNA       0.863
     MSTRG.1876.1  1:lncRNA       0.852
     MSTRG.1876.2  1:lncRNA       0.852
     MSTRG.1881.1  1:lncRNA       0.863
     MSTRG.1881.2  1:lncRNA       0.863
     MSTRG.1886.1  1:lncRNA       0.863
     MSTRG.1894.1    2:mRNA       1.000
     MSTRG.1894.2    2:mRNA       1.000
     MSTRG.1895.1    2:mRNA       0.596
     MSTRG.1895.2  1:lncRNA       0.852
     MSTRG.1895.3  1:lncRNA       0.852
     MSTRG.1895.4  1:lncRNA       0.852
     MSTRG.1895.5  1:lncRNA       0.852
     MSTRG.1895.6  1:lncRNA       0.852
     MSTRG.1895.7  1:lncRNA       0.852
     MSTRG.1895.8  1:lncRNA       0.852
     MSTRG.1902.1  1:lncRNA       0.852
     MSTRG.1910.1    2:mRNA       1.000
     MSTRG.1911.1    2:mRNA       0.596
     MSTRG.1911.2    2:mRNA       0.596
     MSTRG.1916.1    2:mRNA       1.000
     MSTRG.1917.1  1:lncRNA       0.929
     MSTRG.1919.1  1:lncRNA       0.852
     MSTRG.1923.1  1:lncRNA       0.863
     MSTRG.1936.1  1:lncRNA       0.863
     MSTRG.1946.3    2:mRNA       1.000
     MSTRG.1948.1    2:mRNA       1.000
     MSTRG.1948.2    2:mRNA       1.000
     MSTRG.1948.3    2:mRNA       1.000
     MSTRG.1950.1  1:lncRNA       0.863
     MSTRG.1961.1  1:lncRNA       0.782
     MSTRG.1963.2  1:lncRNA       0.852
     MSTRG.1965.2  1:lncRNA       0.852
     MSTRG.1970.1  1:lncRNA       0.852
     MSTRG.1970.2  1:lncRNA       0.852
     MSTRG.1973.1  1:lncRNA       0.852
     MSTRG.1973.2  1:lncRNA       0.852
     MSTRG.1975.1  1:lncRNA       0.929
     MSTRG.1976.1  1:lncRNA       0.763
     MSTRG.1977.1    2:mRNA       1.000
     MSTRG.1977.2    2:mRNA       1.000
     MSTRG.1990.1  1:lncRNA       0.852
     MSTRG.2002.1    2:mRNA       1.000
     MSTRG.2003.1  1:lncRNA       0.863
     MSTRG.2005.1  1:lncRNA       0.852
     MSTRG.2010.1  1:lncRNA       0.852
     MSTRG.2012.1    2:mRNA       0.596
     MSTRG.2012.2    2:mRNA       0.596
     MSTRG.2012.3    2:mRNA       0.596
     MSTRG.2012.4    2:mRNA       0.596
     MSTRG.2012.5    2:mRNA       0.596
     MSTRG.2012.6    2:mRNA       0.596
     MSTRG.2012.7    2:mRNA       0.596
     MSTRG.2012.8    2:mRNA       0.596
     MSTRG.2014.1  1:lncRNA       0.782
     MSTRG.2027.1  1:lncRNA       0.863
     MSTRG.2029.1  1:lncRNA       0.863
     MSTRG.2035.1  1:lncRNA       0.852
     MSTRG.2039.1  1:lncRNA       0.863
     MSTRG.2040.1  1:lncRNA       0.863
     MSTRG.2044.1  1:lncRNA       0.852
     MSTRG.2045.1  1:lncRNA       0.852
     MSTRG.2046.6    2:mRNA       0.596
     MSTRG.2053.1  1:lncRNA       0.852
     MSTRG.2053.2  1:lncRNA       0.852
     MSTRG.2054.1  1:lncRNA       0.863
     MSTRG.2053.3  1:lncRNA       0.852
     MSTRG.2053.4  1:lncRNA       0.852
     MSTRG.2069.1  1:lncRNA       0.852
     MSTRG.2075.1  1:lncRNA       0.863
     MSTRG.2100.1  1:lncRNA       0.863
     MSTRG.2102.1  1:lncRNA       0.863
     MSTRG.2109.1  1:lncRNA       0.852
     MSTRG.2114.1    2:mRNA       1.000
     MSTRG.2116.1  1:lncRNA       0.852
     MSTRG.2122.1  1:lncRNA       0.863
     MSTRG.2126.1  1:lncRNA       0.852
     MSTRG.2129.1  1:lncRNA       0.863
     MSTRG.2130.1  1:lncRNA       0.863
     MSTRG.2131.1  1:lncRNA       0.852
     MSTRG.2135.1  1:lncRNA       0.852
     MSTRG.2137.1  1:lncRNA       0.863
     MSTRG.2145.1  1:lncRNA       0.782
     MSTRG.2149.1    2:mRNA       1.000
     MSTRG.2149.2    2:mRNA       1.000
     MSTRG.2152.1  1:lncRNA       0.863
     MSTRG.2153.1  1:lncRNA       0.863
     MSTRG.2161.1  1:lncRNA       0.852
     MSTRG.2163.1  1:lncRNA       0.852
     MSTRG.2169.1  1:lncRNA       0.852
     MSTRG.2169.2  1:lncRNA       0.852
     MSTRG.2171.1  1:lncRNA       0.852
     MSTRG.2172.1  1:lncRNA       0.760
     MSTRG.2172.2  1:lncRNA       0.760
     MSTRG.2173.1  1:lncRNA       0.863
     MSTRG.2183.1    2:mRNA       1.000
     MSTRG.2199.1  1:lncRNA       0.863
     MSTRG.2202.1  1:lncRNA       0.863
     MSTRG.2205.1  1:lncRNA       0.782
     MSTRG.2208.1  1:lncRNA       0.863
     MSTRG.2213.1  1:lncRNA       0.782
     MSTRG.2215.1  1:lncRNA       0.697
     MSTRG.2215.2  1:lncRNA       0.697
     MSTRG.2220.6    2:mRNA       1.000
     MSTRG.2220.7    2:mRNA       1.000
     MSTRG.2222.1    2:mRNA       0.596
     MSTRG.2222.2    2:mRNA       0.596
     MSTRG.2222.3  1:lncRNA       0.782
     MSTRG.2222.4  1:lncRNA       0.782
     MSTRG.2222.5  1:lncRNA       0.782
     MSTRG.2222.6    2:mRNA       0.596
     MSTRG.2223.1  1:lncRNA       0.863
     MSTRG.2222.7  1:lncRNA       0.863
     MSTRG.2222.8  1:lncRNA       0.782
     MSTRG.2222.9  1:lncRNA       0.782
    MSTRG.2222.10  1:lncRNA       0.852
    MSTRG.2222.11  1:lncRNA       0.782
     MSTRG.2225.1  1:lncRNA       0.863
     MSTRG.2225.2  1:lncRNA       0.863
     MSTRG.2224.3    2:mRNA       1.000
     MSTRG.2229.1  1:lncRNA       0.863
     MSTRG.2236.1  1:lncRNA       0.852
     MSTRG.2249.2  1:lncRNA       0.852
     MSTRG.2249.3  1:lncRNA       0.782
     MSTRG.2254.1  1:lncRNA       0.852
     MSTRG.2257.1  1:lncRNA       0.782
     MSTRG.2261.2  1:lncRNA       0.863
     MSTRG.2261.1  1:lncRNA       0.863
     MSTRG.2262.1  1:lncRNA       0.863
     MSTRG.2262.2  1:lncRNA       0.852
     MSTRG.2270.1  1:lncRNA       0.852
     MSTRG.2277.1  1:lncRNA       0.852
     MSTRG.2277.2  1:lncRNA       0.852
     MSTRG.2279.1  1:lncRNA       0.852
     MSTRG.2280.1  1:lncRNA       0.852
     MSTRG.2283.1  1:lncRNA       0.863
     MSTRG.2285.1  1:lncRNA       0.782
     MSTRG.2285.2    2:mRNA       1.000
     MSTRG.2295.1  1:lncRNA       0.852
     MSTRG.2296.1  1:lncRNA       0.852
     MSTRG.2297.1  1:lncRNA       0.863
     MSTRG.2300.1  1:lncRNA       0.852
     MSTRG.2304.1  1:lncRNA       0.852
     MSTRG.2304.2  1:lncRNA       0.852
     MSTRG.2305.1  1:lncRNA       0.852
     MSTRG.2305.2    2:mRNA       1.000
     MSTRG.2307.1  1:lncRNA       0.863
     MSTRG.2305.3    2:mRNA       1.000
     MSTRG.2308.1  1:lncRNA       0.863
     MSTRG.2310.1  1:lncRNA       0.825
     MSTRG.2313.1  1:lncRNA       0.852
     MSTRG.2323.1  1:lncRNA       0.863
     MSTRG.2324.1    2:mRNA       1.000
     MSTRG.2326.2    2:mRNA       1.000
     MSTRG.2326.3  1:lncRNA       0.782
     MSTRG.2326.4  1:lncRNA       0.782
     MSTRG.2328.1  1:lncRNA       0.863
     MSTRG.2326.6  1:lncRNA       0.852
     MSTRG.2330.1    2:mRNA       1.000
     MSTRG.2335.1  1:lncRNA       0.863
     MSTRG.2337.1    2:mRNA       1.000
     MSTRG.2340.1  1:lncRNA       0.852
     MSTRG.2340.2  1:lncRNA       0.852
     MSTRG.2341.1    2:mRNA       1.000
     MSTRG.2344.1  1:lncRNA       0.863
     MSTRG.2346.1  1:lncRNA       0.863
     MSTRG.2347.1  1:lncRNA       0.863
     MSTRG.2350.1  1:lncRNA       0.782
     MSTRG.2349.1  1:lncRNA       0.852
     MSTRG.2350.2  1:lncRNA       0.852
     MSTRG.2352.1  1:lncRNA       0.852
     MSTRG.2356.1  1:lncRNA       0.852
     MSTRG.2359.1  1:lncRNA       0.852
     MSTRG.2362.1  1:lncRNA       0.863
     MSTRG.2363.1  1:lncRNA       0.852
     MSTRG.2365.1    2:mRNA       1.000
     MSTRG.2370.9  1:lncRNA       0.852
     MSTRG.2374.1  1:lncRNA       0.852
     MSTRG.2374.2  1:lncRNA       0.852
     MSTRG.2374.3  1:lncRNA       0.852
     MSTRG.2374.4  1:lncRNA       0.852
     MSTRG.2376.1  1:lncRNA       0.863
     MSTRG.2377.1    2:mRNA       1.000
     MSTRG.2379.1  1:lncRNA       0.852
     MSTRG.2381.1    2:mRNA       1.000
     MSTRG.2387.1  1:lncRNA       0.852
     MSTRG.2394.1  1:lncRNA       0.852
     MSTRG.2395.1    2:mRNA       1.000
     MSTRG.2396.1    2:mRNA       1.000
     MSTRG.2397.1  1:lncRNA       0.852
     MSTRG.2402.1  1:lncRNA       0.852
     MSTRG.2402.2  1:lncRNA       0.782
     MSTRG.2408.1  1:lncRNA       0.852
     MSTRG.2411.1    2:mRNA       1.000
     MSTRG.2415.1  1:lncRNA       0.852
     MSTRG.2416.1  1:lncRNA       0.852
     MSTRG.2417.1  1:lncRNA       0.852
     MSTRG.2418.1  1:lncRNA       0.852
     MSTRG.2420.1  1:lncRNA       0.852
     MSTRG.2421.1  1:lncRNA       0.852
     MSTRG.2422.1  1:lncRNA       0.852
     MSTRG.2423.1  1:lncRNA       0.852
     MSTRG.2425.1  1:lncRNA       0.852
     MSTRG.2433.1  1:lncRNA       0.863
     MSTRG.2434.1  1:lncRNA       0.852
     MSTRG.2435.1  1:lncRNA       0.852
     MSTRG.2435.2    2:mRNA       0.596
     MSTRG.2435.3    2:mRNA       0.596
     MSTRG.2437.1    2:mRNA       0.596
     MSTRG.2437.2    2:mRNA       0.596
     MSTRG.2439.1  1:lncRNA       0.863
     MSTRG.2443.1  1:lncRNA       0.852
     MSTRG.2443.2  1:lncRNA       0.852
     MSTRG.2443.3  1:lncRNA       0.852
     MSTRG.2445.1    2:mRNA       0.596
     MSTRG.2446.1  1:lncRNA       0.852
     MSTRG.2452.1    2:mRNA       1.000
     MSTRG.2452.2    2:mRNA       0.596
     MSTRG.2452.3    2:mRNA       0.596
     MSTRG.2452.4    2:mRNA       0.596
     MSTRG.2454.1  1:lncRNA       0.863
     MSTRG.2457.1    2:mRNA       1.000
     MSTRG.2459.1    2:mRNA       1.000
     MSTRG.2459.2    2:mRNA       1.000
     MSTRG.2459.3  1:lncRNA       0.852
     MSTRG.2459.4  1:lncRNA       0.852
     MSTRG.2459.5    2:mRNA       1.000
     MSTRG.2459.6    2:mRNA       1.000
     MSTRG.2459.7  1:lncRNA       0.852
     MSTRG.2462.1  1:lncRNA       0.825
     MSTRG.2463.1  1:lncRNA       0.863
     MSTRG.2463.2  1:lncRNA       0.697
     MSTRG.2465.1  1:lncRNA       0.782
     MSTRG.2465.2  1:lncRNA       0.782
     MSTRG.2465.3  1:lncRNA       0.782
     MSTRG.2465.4  1:lncRNA       0.782
     MSTRG.2465.5  1:lncRNA       0.782
     MSTRG.2465.6  1:lncRNA       0.782
     MSTRG.2465.7  1:lncRNA       0.782
     MSTRG.2465.8  1:lncRNA       0.782
     MSTRG.2465.9  1:lncRNA       0.782
    MSTRG.2465.10  1:lncRNA       0.782
    MSTRG.2465.11  1:lncRNA       0.782
     MSTRG.2467.1    2:mRNA       0.596
     MSTRG.2467.2    2:mRNA       0.596
     MSTRG.2467.3    2:mRNA       0.596
     MSTRG.2467.4    2:mRNA       0.596
     MSTRG.2467.5  1:lncRNA       0.852
     MSTRG.2469.1    2:mRNA       1.000
     MSTRG.2471.2    2:mRNA       1.000
     MSTRG.2471.3    2:mRNA       1.000
     MSTRG.2471.4    2:mRNA       1.000
     MSTRG.2471.5    2:mRNA       1.000
     MSTRG.2471.7    2:mRNA       1.000
     MSTRG.2472.1    2:mRNA       1.000
     MSTRG.2473.1    2:mRNA       1.000
     MSTRG.2476.1  1:lncRNA       0.929
     MSTRG.2479.1  1:lncRNA       0.782
     MSTRG.2479.2  1:lncRNA       0.782
     MSTRG.2492.1  1:lncRNA       0.863
     MSTRG.2495.1  1:lncRNA       0.863
     MSTRG.2497.2    2:mRNA       1.000
     MSTRG.2497.3    2:mRNA       1.000
     MSTRG.2500.1  1:lncRNA       0.863
     MSTRG.2503.1  1:lncRNA       0.852
     MSTRG.2518.1  1:lncRNA       0.852
     MSTRG.2521.1    2:mRNA       1.000
     MSTRG.2524.1  1:lncRNA       0.863
     MSTRG.2526.1  1:lncRNA       0.852
     MSTRG.2526.2  1:lncRNA       0.852
     MSTRG.2528.1  1:lncRNA       0.852
     MSTRG.2534.1  1:lncRNA       0.852
     MSTRG.2535.1  1:lncRNA       0.852
     MSTRG.2537.1  1:lncRNA       0.852
     MSTRG.2539.1    2:mRNA       1.000
     MSTRG.2540.1  1:lncRNA       0.852
     MSTRG.2544.1  1:lncRNA       0.782
     MSTRG.2544.2  1:lncRNA       0.782
     MSTRG.2544.3  1:lncRNA       0.782
     MSTRG.2546.1    2:mRNA       1.000
     MSTRG.2549.1    2:mRNA       1.000
     MSTRG.2552.1  1:lncRNA       0.852
     MSTRG.2554.1  1:lncRNA       0.852
     MSTRG.2558.1  1:lncRNA       0.852
     MSTRG.2559.1  1:lncRNA       0.697
     MSTRG.2563.1  1:lncRNA       0.852
     MSTRG.2563.2  1:lncRNA       0.852
     MSTRG.2564.1  1:lncRNA       0.782
     MSTRG.2564.2  1:lncRNA       0.782
     MSTRG.2565.1  1:lncRNA       0.852
     MSTRG.2567.1  1:lncRNA       0.782
     MSTRG.2568.1  1:lncRNA       0.782
     MSTRG.2570.9  1:lncRNA       0.852
    MSTRG.2570.10  1:lncRNA       0.852
    MSTRG.2570.11  1:lncRNA       0.852
    MSTRG.2570.12  1:lncRNA       0.852
     MSTRG.2572.1    2:mRNA       1.000
     MSTRG.2572.2    2:mRNA       1.000
     MSTRG.2572.3    2:mRNA       1.000
     MSTRG.2573.1    2:mRNA       1.000
     MSTRG.2575.1    2:mRNA       1.000
     MSTRG.2575.2    2:mRNA       1.000
     MSTRG.2575.3  1:lncRNA       0.782
     MSTRG.2575.4    2:mRNA       1.000
     MSTRG.2577.1  1:lncRNA       0.697
     MSTRG.2577.2  1:lncRNA       0.852
     MSTRG.2577.3  1:lncRNA       0.697
     MSTRG.2581.1  1:lncRNA       0.863
     MSTRG.2582.1    2:mRNA       0.706
     MSTRG.2582.2    2:mRNA       0.706
     MSTRG.2585.1    2:mRNA       1.000
     MSTRG.2590.1  1:lncRNA       0.852
     MSTRG.2591.1    2:mRNA       1.000
     MSTRG.2591.3  1:lncRNA       0.852
     MSTRG.2591.2  1:lncRNA       0.863
     MSTRG.2593.1  1:lncRNA       0.852
     MSTRG.2593.2  1:lncRNA       0.852
     MSTRG.2594.1  1:lncRNA       0.863
     MSTRG.2595.1  1:lncRNA       0.782
     MSTRG.2595.2  1:lncRNA       0.782
     MSTRG.2595.3  1:lncRNA       0.782
     MSTRG.2595.4    2:mRNA       1.000
     MSTRG.2595.5  1:lncRNA       0.782
     MSTRG.2596.1  1:lncRNA       0.852
     MSTRG.2597.2    2:mRNA       1.000
     MSTRG.2604.1  1:lncRNA       0.852
     MSTRG.2605.1  1:lncRNA       0.863
     MSTRG.2606.1  1:lncRNA       0.863
     MSTRG.2607.1  1:lncRNA       0.863
     MSTRG.2609.1    2:mRNA       0.596
     MSTRG.2611.1  1:lncRNA       0.852
     MSTRG.2611.2  1:lncRNA       0.852
     MSTRG.2618.1  1:lncRNA       0.697
     MSTRG.2618.2  1:lncRNA       0.760
     MSTRG.2618.3  1:lncRNA       0.825
     MSTRG.2618.4  1:lncRNA       0.760
     MSTRG.2618.5  1:lncRNA       0.760
     MSTRG.2618.6    2:mRNA       1.000
     MSTRG.2618.7    2:mRNA       1.000
     MSTRG.2618.8    2:mRNA       1.000
