sequence_name	coding_score	classification
MSTRG.1710.1	0.51334	coding
MSTRG.1710.2	0.39882	noncoding
MSTRG.1710.3	0.56902	coding
MSTRG.1714.1	0.55973	coding
MSTRG.1721.1	0.30739	noncoding
MSTRG.1723.1	0.59955	coding
MSTRG.1723.2	0.62229	coding
MSTRG.1731.1	0.10359	noncoding
MSTRG.1733.1	0.33191	noncoding
MSTRG.1739.1	0.83584	coding
MSTRG.1740.1	0.90827	coding
MSTRG.1741.1	0.28162	noncoding
MSTRG.1744.1	0.80538	coding
MSTRG.1745.1	0.25453	noncoding
MSTRG.1748.1	0.94762	coding
MSTRG.1750.1	0.08215	noncoding
MSTRG.1756.3	0.93722	coding
MSTRG.1759.1	0.79829	coding
MSTRG.1765.1	0.38388	noncoding
MSTRG.1772.1	0.99981	coding
MSTRG.1775.1	0.14062	noncoding
MSTRG.1794.1	0.97191	coding
MSTRG.1794.2	0.89601	coding
MSTRG.1794.3	0.97906	coding
MSTRG.1796.1	0.99410	coding
MSTRG.1797.1	0.99924	coding
MSTRG.1797.2	0.99815	coding
MSTRG.1799.1	0.07812	noncoding
MSTRG.1806.1	0.49813	noncoding
MSTRG.1809.1	0.99683	coding
MSTRG.1817.1	0.83742	coding
MSTRG.1818.1	0.05391	noncoding
MSTRG.1819.1	0.07888	noncoding
MSTRG.1821.1	0.99983	coding
MSTRG.1822.1	0.99475	coding
MSTRG.1823.1	0.99982	coding
MSTRG.1823.2	0.99979	coding
MSTRG.1823.3	0.99970	coding
MSTRG.1823.4	0.99977	coding
MSTRG.1825.1	0.52095	coding
MSTRG.1831.1	0.71447	coding
MSTRG.1831.2	0.65160	coding
MSTRG.1831.3	0.49446	noncoding
MSTRG.1838.1	0.59459	coding
MSTRG.1841.1	0.99590	coding
MSTRG.1847.1	0.99804	coding
MSTRG.1847.2	0.99917	coding
MSTRG.1847.3	0.99752	coding
MSTRG.1847.4	0.99879	coding
MSTRG.1849.1	0.67188	coding
MSTRG.1850.1	0.75623	coding
MSTRG.1850.2	0.74895	coding
MSTRG.1861.1	0.99869	coding
MSTRG.1861.2	0.89703	coding
MSTRG.1862.1	0.80927	coding
MSTRG.1866.1	0.60213	coding
MSTRG.1872.1	0.08648	noncoding
MSTRG.1876.1	0.18796	noncoding
MSTRG.1876.2	0.12118	noncoding
MSTRG.1881.1	0.28684	noncoding
MSTRG.1881.2	0.29521	noncoding
MSTRG.1886.1	0.29576	noncoding
MSTRG.1894.1	0.99916	coding
MSTRG.1894.2	0.99924	coding
MSTRG.1895.1	0.78412	coding
MSTRG.1895.2	0.53871	coding
MSTRG.1895.3	0.34368	noncoding
MSTRG.1895.4	0.55228	coding
MSTRG.1895.5	0.50319	coding
MSTRG.1895.6	0.33432	noncoding
MSTRG.1895.7	0.53768	coding
MSTRG.1895.8	0.75841	coding
MSTRG.1902.1	0.12403	noncoding
MSTRG.1910.1	0.99661	coding
MSTRG.1911.1	0.76597	coding
MSTRG.1911.2	0.88120	coding
MSTRG.1916.1	0.58715	coding
MSTRG.1917.1	0.06955	noncoding
MSTRG.1919.1	0.94821	coding
MSTRG.1923.1	0.68665	coding
MSTRG.1936.1	0.37168	noncoding
MSTRG.1946.3	0.99957	coding
MSTRG.1948.1	0.99826	coding
MSTRG.1948.2	0.99827	coding
MSTRG.1948.3	0.99808	coding
MSTRG.1950.1	0.32533	noncoding
MSTRG.1961.1	0.69586	coding
MSTRG.1963.2	0.73332	coding
MSTRG.1965.2	0.76515	coding
MSTRG.1970.1	0.84372	coding
MSTRG.1970.2	0.83144	coding
MSTRG.1973.1	0.84372	coding
MSTRG.1973.2	0.83144	coding
MSTRG.1975.1	0.29127	noncoding
MSTRG.1976.1	0.98397	coding
MSTRG.1977.1	0.99328	coding
MSTRG.1977.2	0.98770	coding
MSTRG.1990.1	0.39690	noncoding
MSTRG.2002.1	0.99856	coding
MSTRG.2003.1	0.69458	coding
MSTRG.2005.1	0.96571	coding
MSTRG.2010.1	0.34773	noncoding
MSTRG.2012.1	0.70163	coding
MSTRG.2012.2	0.63690	coding
MSTRG.2012.3	0.97520	coding
MSTRG.2012.4	0.98153	coding
MSTRG.2012.5	0.97925	coding
MSTRG.2012.6	0.61831	coding
MSTRG.2012.7	0.55301	coding
MSTRG.2012.8	0.52589	coding
MSTRG.2014.1	0.23702	noncoding
MSTRG.2027.1	0.82230	coding
MSTRG.2029.1	0.60217	coding
MSTRG.2035.1	0.59163	coding
MSTRG.2039.1	0.51218	coding
MSTRG.2040.1	0.89406	coding
MSTRG.2044.1	0.86678	coding
MSTRG.2045.1	0.75102	coding
MSTRG.2046.6	0.50838	coding
MSTRG.2053.1	0.64749	coding
MSTRG.2053.2	0.52289	coding
MSTRG.2054.1	0.08716	noncoding
MSTRG.2053.3	0.52465	coding
MSTRG.2053.4	0.48707	noncoding
MSTRG.2069.1	0.27154	noncoding
MSTRG.2075.1	0.03636	noncoding
MSTRG.2100.1	0.14273	noncoding
MSTRG.2102.1	0.65155	coding
MSTRG.2109.1	0.58999	coding
MSTRG.2114.1	0.99964	coding
MSTRG.2116.1	0.73719	coding
MSTRG.2122.1	0.07116	noncoding
MSTRG.2126.1	0.63017	coding
MSTRG.2129.1	0.72029	coding
MSTRG.2130.1	0.76905	coding
MSTRG.2131.1	0.16830	noncoding
MSTRG.2135.1	0.59534	coding
MSTRG.2137.1	0.03305	noncoding
MSTRG.2145.1	0.44607	noncoding
MSTRG.2149.1	0.82643	coding
MSTRG.2149.2	0.85427	coding
MSTRG.2152.1	0.82374	coding
MSTRG.2153.1	0.11349	noncoding
MSTRG.2161.1	0.48697	noncoding
MSTRG.2163.1	0.79628	coding
MSTRG.2169.1	0.44300	noncoding
MSTRG.2169.2	0.67180	coding
MSTRG.2171.1	0.61293	coding
MSTRG.2172.1	0.90569	coding
MSTRG.2172.2	0.28468	noncoding
MSTRG.2173.1	0.59600	coding
MSTRG.2183.1	0.49049	noncoding
MSTRG.2199.1	0.80897	coding
MSTRG.2202.1	0.26060	noncoding
MSTRG.2205.1	0.56668	coding
MSTRG.2208.1	0.36215	noncoding
MSTRG.2213.1	0.90949	coding
MSTRG.2215.1	0.97286	coding
MSTRG.2215.2	0.96364	coding
MSTRG.2220.6	0.59906	coding
MSTRG.2220.7	0.64588	coding
MSTRG.2222.1	0.80376	coding
MSTRG.2222.2	0.53364	coding
MSTRG.2222.3	0.65778	coding
MSTRG.2222.4	0.68571	coding
MSTRG.2222.5	0.76192	coding
MSTRG.2222.6	0.56532	coding
MSTRG.2223.1	0.65514	coding
MSTRG.2222.7	0.49225	noncoding
MSTRG.2222.8	0.68920	coding
MSTRG.2222.9	0.59099	coding
MSTRG.2222.10	0.55220	coding
MSTRG.2222.11	0.77743	coding
MSTRG.2225.1	0.50494	coding
MSTRG.2225.2	0.60603	coding
MSTRG.2224.3	0.99869	coding
MSTRG.2229.1	0.99681	coding
MSTRG.2236.1	0.94766	coding
MSTRG.2249.2	0.61886	coding
MSTRG.2249.3	0.42333	noncoding
MSTRG.2254.1	0.60381	coding
MSTRG.2257.1	0.37794	noncoding
MSTRG.2261.2	0.18230	noncoding
MSTRG.2261.1	0.12908	noncoding
MSTRG.2262.1	0.02850	noncoding
MSTRG.2262.2	0.03790	noncoding
MSTRG.2270.1	0.46517	noncoding
MSTRG.2277.1	0.85034	coding
MSTRG.2277.2	0.14049	noncoding
MSTRG.2279.1	0.70596	coding
MSTRG.2280.1	0.47435	noncoding
MSTRG.2283.1	0.44144	noncoding
MSTRG.2285.1	0.53913	coding
MSTRG.2285.2	0.55678	coding
MSTRG.2295.1	0.79017	coding
MSTRG.2296.1	0.93185	coding
MSTRG.2297.1	0.82756	coding
MSTRG.2300.1	0.53406	coding
MSTRG.2304.1	0.03823	noncoding
MSTRG.2304.2	0.03483	noncoding
MSTRG.2305.1	0.25190	noncoding
MSTRG.2305.2	0.73088	coding
MSTRG.2307.1	0.03823	noncoding
MSTRG.2305.3	0.89016	coding
MSTRG.2308.1	0.43784	noncoding
MSTRG.2310.1	0.00731	noncoding
MSTRG.2313.1	0.91192	coding
MSTRG.2323.1	0.13824	noncoding
MSTRG.2324.1	0.99676	coding
MSTRG.2326.2	0.99787	coding
MSTRG.2326.3	0.95931	coding
MSTRG.2326.4	0.93595	coding
MSTRG.2328.1	0.59580	coding
MSTRG.2326.6	0.32329	noncoding
MSTRG.2330.1	0.77444	coding
MSTRG.2335.1	0.13807	noncoding
MSTRG.2337.1	0.88089	coding
MSTRG.2340.1	0.76793	coding
MSTRG.2340.2	0.92326	coding
MSTRG.2341.1	0.33553	noncoding
MSTRG.2344.1	0.59711	coding
MSTRG.2346.1	0.56923	coding
MSTRG.2347.1	0.09049	noncoding
MSTRG.2350.1	0.91096	coding
MSTRG.2349.1	0.20758	noncoding
MSTRG.2350.2	0.95951	coding
MSTRG.2352.1	0.80589	coding
MSTRG.2356.1	0.38877	noncoding
MSTRG.2359.1	0.41092	noncoding
MSTRG.2362.1	0.39471	noncoding
MSTRG.2363.1	0.62213	coding
MSTRG.2365.1	0.97475	coding
MSTRG.2370.9	0.06777	noncoding
MSTRG.2374.1	0.68165	coding
MSTRG.2374.2	0.80444	coding
MSTRG.2374.3	0.72893	coding
MSTRG.2374.4	0.67114	coding
MSTRG.2376.1	0.67711	coding
MSTRG.2377.1	0.99731	coding
MSTRG.2379.1	0.69985	coding
MSTRG.2381.1	0.97918	coding
MSTRG.2382.1	0.60683	coding
MSTRG.2387.1	0.47099	noncoding
MSTRG.2394.1	0.86678	coding
MSTRG.2395.1	0.99288	coding
MSTRG.2396.1	0.99828	coding
MSTRG.2397.1	0.73597	coding
MSTRG.2402.1	0.96625	coding
MSTRG.2402.2	0.96396	coding
MSTRG.2408.1	0.20276	noncoding
MSTRG.2411.1	0.99713	coding
MSTRG.2415.1	0.92712	coding
MSTRG.2416.1	0.78245	coding
MSTRG.2417.1	0.92712	coding
MSTRG.2418.1	0.92712	coding
MSTRG.2420.1	0.92280	coding
MSTRG.2421.1	0.92280	coding
MSTRG.2422.1	0.75586	coding
MSTRG.2423.1	0.93290	coding
MSTRG.2425.1	0.91048	coding
MSTRG.2433.1	0.44529	noncoding
MSTRG.2434.1	0.98781	coding
MSTRG.2435.1	0.45050	noncoding
MSTRG.2435.2	0.82007	coding
MSTRG.2435.3	0.78598	coding
MSTRG.2437.1	0.36501	noncoding
MSTRG.2437.2	0.31243	noncoding
MSTRG.2439.1	0.78195	coding
MSTRG.2443.1	0.83612	coding
MSTRG.2443.2	0.87841	coding
MSTRG.2443.3	0.83724	coding
MSTRG.2445.1	0.83126	coding
MSTRG.2446.1	0.95288	coding
MSTRG.2452.1	0.95820	coding
MSTRG.2452.2	0.93311	coding
MSTRG.2452.3	0.93513	coding
MSTRG.2452.4	0.95814	coding
MSTRG.2454.1	0.03725	noncoding
MSTRG.2457.1	0.99907	coding
MSTRG.2459.1	0.99882	coding
MSTRG.2459.2	0.99790	coding
MSTRG.2459.3	0.99748	coding
MSTRG.2459.4	0.99760	coding
MSTRG.2459.5	0.99859	coding
MSTRG.2459.6	0.99831	coding
MSTRG.2459.7	0.99760	coding
MSTRG.2462.1	0.05842	noncoding
MSTRG.2463.1	0.09354	noncoding
MSTRG.2463.2	0.40139	noncoding
MSTRG.2465.1	0.88036	coding
MSTRG.2465.2	0.88221	coding
MSTRG.2465.3	0.88456	coding
MSTRG.2465.4	0.90372	coding
MSTRG.2465.5	0.88559	coding
MSTRG.2465.6	0.91946	coding
MSTRG.2465.7	0.85638	coding
MSTRG.2465.8	0.89268	coding
MSTRG.2465.9	0.89021	coding
MSTRG.2465.10	0.89940	coding
MSTRG.2465.11	0.82318	coding
MSTRG.2467.1	0.17358	noncoding
MSTRG.2467.2	0.50078	coding
MSTRG.2467.3	0.39235	noncoding
MSTRG.2467.4	0.39432	noncoding
MSTRG.2467.5	0.40323	noncoding
MSTRG.2469.1	0.99851	coding
MSTRG.2471.2	0.90155	coding
MSTRG.2471.3	0.87008	coding
MSTRG.2471.4	0.84794	coding
MSTRG.2471.5	0.84301	coding
MSTRG.2471.7	0.80612	coding
MSTRG.2472.1	0.64707	coding
MSTRG.2473.1	0.45610	noncoding
MSTRG.2476.1	0.25477	noncoding
MSTRG.2479.1	0.98540	coding
MSTRG.2479.2	0.98909	coding
MSTRG.2492.1	0.21337	noncoding
MSTRG.2495.1	0.15821	noncoding
MSTRG.2497.2	0.92914	coding
MSTRG.2497.3	0.91446	coding
MSTRG.2500.1	0.11102	noncoding
MSTRG.2503.1	0.99533	coding
MSTRG.2518.1	0.36905	noncoding
MSTRG.2521.1	0.96392	coding
MSTRG.2524.1	0.14777	noncoding
MSTRG.2526.1	0.17032	noncoding
MSTRG.2526.2	0.35049	noncoding
MSTRG.2528.1	0.18095	noncoding
MSTRG.2534.1	0.99449	coding
MSTRG.2535.1	0.11869	noncoding
MSTRG.2537.1	0.03992	noncoding
MSTRG.2539.1	0.99635	coding
MSTRG.2540.1	0.95656	coding
MSTRG.2544.1	0.73644	coding
MSTRG.2544.2	0.56961	coding
MSTRG.2544.3	0.48991	noncoding
MSTRG.2546.1	0.98641	coding
MSTRG.2549.1	0.99975	coding
MSTRG.2552.1	0.43669	noncoding
MSTRG.2554.1	0.95688	coding
MSTRG.2558.1	0.66834	coding
MSTRG.2559.1	0.52540	coding
MSTRG.2563.1	0.45781	noncoding
MSTRG.2563.2	0.35797	noncoding
MSTRG.2564.1	0.48779	noncoding
MSTRG.2564.2	0.75658	coding
MSTRG.2565.1	0.79848	coding
MSTRG.2567.1	0.98392	coding
MSTRG.2568.1	0.97642	coding
MSTRG.2570.9	0.18440	noncoding
MSTRG.2570.10	0.18205	noncoding
MSTRG.2570.11	0.13882	noncoding
MSTRG.2570.12	0.12667	noncoding
MSTRG.2572.1	0.91175	coding
MSTRG.2572.2	0.95566	coding
MSTRG.2572.3	0.92988	coding
MSTRG.2573.1	0.98187	coding
MSTRG.2575.1	0.99961	coding
MSTRG.2575.2	0.99964	coding
MSTRG.2575.3	0.98624	coding
MSTRG.2575.4	0.98528	coding
MSTRG.2577.1	0.23913	noncoding
MSTRG.2577.2	0.82302	coding
MSTRG.2577.3	0.43957	noncoding
MSTRG.2581.1	0.14833	noncoding
MSTRG.2582.1	0.99586	coding
MSTRG.2582.2	0.99538	coding
MSTRG.2585.1	0.87280	coding
MSTRG.2590.1	0.42068	noncoding
MSTRG.2591.1	0.83129	coding
MSTRG.2591.3	0.60221	coding
MSTRG.2591.2	0.80288	coding
MSTRG.2593.1	0.10634	noncoding
MSTRG.2593.2	0.20396	noncoding
MSTRG.2594.1	0.18979	noncoding
MSTRG.2595.1	0.99981	coding
MSTRG.2595.2	0.99975	coding
MSTRG.2595.3	0.99960	coding
MSTRG.2595.4	0.99972	coding
MSTRG.2595.5	0.99975	coding
MSTRG.2596.1	0.49462	noncoding
MSTRG.2597.2	0.99875	coding
MSTRG.2604.1	0.60815	coding
MSTRG.2605.1	0.92030	coding
MSTRG.2606.1	0.55533	coding
MSTRG.2607.1	0.92978	coding
MSTRG.2609.1	0.75496	coding
MSTRG.2611.1	0.76617	coding
MSTRG.2611.2	0.63990	coding
MSTRG.2618.1	0.60587	coding
MSTRG.2618.2	0.68982	coding
MSTRG.2618.3	0.40370	noncoding
MSTRG.2618.4	0.52154	coding
MSTRG.2618.5	0.43298	noncoding
MSTRG.2618.6	0.99694	coding
MSTRG.2618.7	0.99684	coding
MSTRG.2618.8	0.99603	coding
MSTRG.2621.1	0.51295	coding
MSTRG.2621.2	0.48229	noncoding
MSTRG.2621.3	0.52753	coding
MSTRG.2621.4	0.39214	noncoding
MSTRG.2628.1	0.96630	coding
MSTRG.2634.1	0.37043	noncoding
MSTRG.2636.1	0.99792	coding
MSTRG.2637.1	0.85837	coding
MSTRG.2634.2	0.94698	coding
MSTRG.2634.3	0.03715	noncoding
MSTRG.2634.4	0.97301	coding
MSTRG.2634.5	0.98514	coding
MSTRG.2645.1	0.37515	noncoding
MSTRG.2648.1	0.03943	noncoding
MSTRG.2649.1	0.91961	coding
MSTRG.2658.1	0.95678	coding
MSTRG.2659.1	0.90364	coding
MSTRG.2660.1	0.76598	coding
MSTRG.2660.2	0.70749	coding
MSTRG.2660.3	0.67322	coding
MSTRG.2660.4	0.83281	coding
MSTRG.2660.5	0.72294	coding
MSTRG.2660.6	0.66838	coding
MSTRG.2660.7	0.81470	coding
MSTRG.2660.8	0.37653	noncoding
MSTRG.2660.9	0.27104	noncoding
MSTRG.2660.10	0.43179	noncoding
MSTRG.2667.1	0.87942	coding
MSTRG.2672.1	0.68831	coding
MSTRG.2674.1	0.99904	coding
MSTRG.2680.1	0.89186	coding
MSTRG.2681.1	0.04204	noncoding
MSTRG.2683.8	0.31226	noncoding
MSTRG.2689.1	0.85841	coding
MSTRG.2690.1	0.36335	noncoding
MSTRG.2694.1	0.98315	coding
MSTRG.2696.1	0.48860	noncoding
MSTRG.2697.1	0.01474	noncoding
MSTRG.2702.1	0.31578	noncoding
MSTRG.2702.2	0.33804	noncoding
MSTRG.2702.3	0.36443	noncoding
MSTRG.2702.4	0.42390	noncoding
MSTRG.2702.5	0.23967	noncoding
MSTRG.2702.6	0.19809	noncoding
MSTRG.2702.7	0.36066	noncoding
MSTRG.2702.8	0.33550	noncoding
MSTRG.2702.9	0.27078	noncoding
MSTRG.2702.10	0.43024	noncoding
MSTRG.2702.11	0.27154	noncoding
MSTRG.2702.12	0.26947	noncoding
MSTRG.2703.1	0.37260	noncoding
MSTRG.2705.1	0.82451	coding
MSTRG.2706.1	0.32443	noncoding
MSTRG.2714.1	0.77704	coding
MSTRG.2715.1	0.58855	coding
MSTRG.2719.1	0.97704	coding
MSTRG.2729.1	0.94049	coding
MSTRG.2735.1	0.24432	noncoding
MSTRG.2738.1	0.98203	coding
MSTRG.2739.1	0.47252	noncoding
MSTRG.2740.1	0.63254	coding
MSTRG.2743.1	0.61627	coding
MSTRG.2743.2	0.66643	coding
MSTRG.2743.3	0.93024	coding
MSTRG.2745.1	0.72394	coding
MSTRG.2745.2	0.90470	coding
MSTRG.2756.1	0.72109	coding
MSTRG.2770.1	0.14536	noncoding
MSTRG.2773.1	0.92864	coding
MSTRG.2774.1	0.95793	coding
MSTRG.2775.1	0.76468	coding
MSTRG.2775.2	0.64362	coding
MSTRG.2780.1	0.04346	noncoding
MSTRG.2783.1	0.37656	noncoding
MSTRG.2783.2	0.45404	noncoding
MSTRG.2783.3	0.42846	noncoding
MSTRG.2783.4	0.41307	noncoding
MSTRG.2784.1	0.47561	noncoding
MSTRG.2786.1	0.73702	coding
MSTRG.2786.2	0.73825	coding
MSTRG.2791.1	0.30299	noncoding
MSTRG.2805.1	0.40044	noncoding
MSTRG.2816.1	0.18770	noncoding
MSTRG.2819.1	0.30518	noncoding
MSTRG.2820.1	0.01954	noncoding
MSTRG.2821.1	0.03994	noncoding
MSTRG.2822.1	0.36097	noncoding
MSTRG.2836.1	0.82816	coding
MSTRG.2838.4	0.62597	coding
MSTRG.2840.1	0.90067	coding
MSTRG.2840.2	0.98165	coding
MSTRG.2845.1	0.98295	coding
MSTRG.2845.2	0.94774	coding
MSTRG.2854.1	0.95885	coding
MSTRG.2855.1	0.87062	coding
MSTRG.2860.1	0.14534	noncoding
MSTRG.2861.1	0.11416	noncoding
MSTRG.2863.1	0.28613	noncoding
MSTRG.2865.1	0.86072	coding
MSTRG.2880.1	0.34758	noncoding
MSTRG.2881.1	0.50908	coding
MSTRG.2882.1	0.46668	noncoding
MSTRG.2884.1	0.87034	coding
MSTRG.2885.1	0.39310	noncoding
MSTRG.2885.2	0.85941	coding
MSTRG.2886.1	0.83906	coding
MSTRG.2886.2	0.25239	noncoding
MSTRG.2888.1	0.70869	coding
MSTRG.2892.1	0.13846	noncoding
MSTRG.2893.1	0.90060	coding
MSTRG.2894.1	0.97637	coding
MSTRG.2894.3	0.97710	coding
MSTRG.2894.2	0.97732	coding
MSTRG.2902.1	0.73259	coding
MSTRG.2910.1	0.62180	coding
MSTRG.2911.1	0.14750	noncoding
MSTRG.2925.1	0.14410	noncoding
MSTRG.2927.1	0.60951	coding
MSTRG.2939.1	0.18231	noncoding
MSTRG.2940.1	0.22406	noncoding
MSTRG.2950.1	0.09874	noncoding
MSTRG.2951.1	0.23633	noncoding
MSTRG.2952.1	0.97979	coding
MSTRG.2955.1	0.78822	coding
MSTRG.2955.2	0.60273	coding
MSTRG.2960.1	0.63388	coding
MSTRG.2962.1	0.66244	coding
MSTRG.2966.1	0.99852	coding
MSTRG.2966.2	0.97823	coding
MSTRG.2967.1	0.03113	noncoding
MSTRG.2970.1	0.90058	coding
MSTRG.2970.2	0.95196	coding
MSTRG.2970.3	0.94869	coding
MSTRG.2970.4	0.90208	coding
MSTRG.2970.5	0.89583	coding
MSTRG.2970.6	0.86324	coding
MSTRG.2970.7	0.90606	coding
MSTRG.2973.1	0.53387	coding
MSTRG.2973.2	0.50254	coding
MSTRG.2970.8	0.14092	noncoding
MSTRG.2970.9	0.49970	noncoding
MSTRG.2976.1	0.04394	noncoding
MSTRG.2974.2	0.99330	coding
MSTRG.2978.1	0.11217	noncoding
MSTRG.2979.1	0.99949	coding
MSTRG.2981.1	0.86874	coding
MSTRG.2982.1	0.97775	coding
MSTRG.2983.1	0.25178	noncoding
MSTRG.2984.1	0.30645	noncoding
MSTRG.2984.2	0.53718	coding
MSTRG.2984.3	0.30797	noncoding
MSTRG.2985.1	0.03271	noncoding
MSTRG.2989.1	0.71300	coding
MSTRG.2991.1	0.03628	noncoding
MSTRG.2993.1	0.97258	coding
MSTRG.2996.1	0.10026	noncoding
MSTRG.3003.1	0.77614	coding
MSTRG.3013.1	0.21214	noncoding
MSTRG.3015.1	0.35074	noncoding
MSTRG.3016.1	0.29025	noncoding
MSTRG.3017.1	0.03673	noncoding
MSTRG.3017.2	0.02721	noncoding
MSTRG.3033.1	0.16425	noncoding
MSTRG.3042.1	0.66211	coding
MSTRG.3049.1	0.07981	noncoding
MSTRG.3052.1	0.08548	noncoding
MSTRG.3062.1	0.89296	coding
MSTRG.3063.1	0.30666	noncoding
MSTRG.3067.1	0.07090	noncoding
MSTRG.3075.1	0.21182	noncoding
MSTRG.3077.1	0.78671	coding
MSTRG.3084.1	0.05228	noncoding
MSTRG.3088.1	0.99913	coding
MSTRG.3098.1	0.99597	coding
MSTRG.3099.1	0.99576	coding
MSTRG.3102.1	0.98858	coding
MSTRG.3110.1	0.37679	noncoding
MSTRG.3113.1	0.92305	coding
MSTRG.3113.2	0.83052	coding
MSTRG.3116.1	0.25068	noncoding
MSTRG.3125.1	0.99983	coding
MSTRG.3130.1	0.24203	noncoding
MSTRG.3139.3	0.96639	coding
MSTRG.3140.1	0.17279	noncoding
MSTRG.3145.1	0.99828	coding
MSTRG.3150.1	0.65500	coding
MSTRG.3155.3	0.99712	coding
MSTRG.3155.1	0.98027	coding
MSTRG.3155.2	0.99892	coding
MSTRG.3158.1	0.14105	noncoding
MSTRG.3168.1	0.84239	coding
MSTRG.3168.2	0.22736	noncoding
MSTRG.3168.3	0.06166	noncoding
MSTRG.3168.4	0.90578	coding
MSTRG.3168.5	0.43097	noncoding
MSTRG.3169.1	0.99819	coding
MSTRG.3178.2	0.57269	coding
MSTRG.3178.1	0.24487	noncoding
MSTRG.3178.3	0.73169	coding
MSTRG.3179.1	0.05183	noncoding
MSTRG.3180.1	0.07636	noncoding
MSTRG.3181.1	0.76887	coding
MSTRG.3182.1	0.25756	noncoding
MSTRG.3185.1	0.80670	coding
MSTRG.3189.1	0.33508	noncoding
MSTRG.3196.1	0.53185	coding
MSTRG.3198.1	0.26908	noncoding
MSTRG.3214.1	0.99845	coding
MSTRG.3214.2	0.98783	coding
MSTRG.3225.1	0.37966	noncoding
MSTRG.3228.1	0.62980	coding
MSTRG.3228.2	0.30270	noncoding
MSTRG.3228.3	0.21037	noncoding
MSTRG.3228.4	0.39528	noncoding
MSTRG.3242.1	0.89530	coding
MSTRG.3247.1	0.63369	coding
MSTRG.3262.1	0.49322	noncoding
MSTRG.3264.1	0.46734	noncoding
MSTRG.3264.2	0.28546	noncoding
MSTRG.3273.1	0.81259	coding
MSTRG.3274.1	0.99883	coding
MSTRG.3274.2	0.99866	coding
MSTRG.3281.1	0.99837	coding
MSTRG.3281.2	0.99826	coding
MSTRG.3281.3	0.99766	coding
MSTRG.3281.4	0.99830	coding
MSTRG.3281.5	0.99763	coding
MSTRG.3283.1	0.98620	coding
MSTRG.3293.1	0.72207	coding
MSTRG.3293.2	0.77825	coding
MSTRG.3300.1	0.89690	coding
MSTRG.3301.1	0.99783	coding
MSTRG.3312.1	0.10247	noncoding
MSTRG.3312.2	0.06257	noncoding
MSTRG.3315.1	0.33337	noncoding
MSTRG.3318.1	0.05189	noncoding
MSTRG.3325.1	0.99359	coding
MSTRG.3327.1	0.52724	coding
MSTRG.3327.2	0.56665	coding
MSTRG.3331.1	0.83393	coding
MSTRG.3333.1	0.62018	coding
MSTRG.3334.1	0.02984	noncoding
MSTRG.3335.1	0.14717	noncoding
MSTRG.3336.1	0.99034	coding
MSTRG.3340.1	0.67149	coding
MSTRG.3342.1	0.58218	coding
MSTRG.3348.1	0.09151	noncoding
MSTRG.3356.1	0.33413	noncoding
MSTRG.3361.1	0.28968	noncoding
MSTRG.3362.1	0.98969	coding
MSTRG.3372.1	0.63721	coding
MSTRG.3385.1	0.91626	coding
MSTRG.3388.1	0.20264	noncoding
MSTRG.3389.1	0.98201	coding
MSTRG.3394.1	0.42853	noncoding
MSTRG.3395.1	0.81301	coding
MSTRG.3396.1	0.33444	noncoding
MSTRG.3399.1	0.99651	coding
MSTRG.3399.2	0.99674	coding
MSTRG.3399.3	0.99731	coding
MSTRG.3399.4	0.99662	coding
MSTRG.3399.5	0.99660	coding
MSTRG.3399.6	0.99701	coding
MSTRG.3399.7	0.99600	coding
MSTRG.3399.8	0.99472	coding
MSTRG.3399.9	0.99570	coding
MSTRG.3399.10	0.99874	coding
MSTRG.3400.1	0.47477	noncoding
MSTRG.3400.2	0.51639	coding
MSTRG.3400.3	0.58135	coding
MSTRG.3402.1	0.62938	coding
MSTRG.3411.1	0.16823	noncoding
MSTRG.3415.1	0.05497	noncoding
MSTRG.3420.1	0.12359	noncoding
MSTRG.3423.1	0.63266	coding
MSTRG.3424.1	0.64380	coding
MSTRG.3424.2	0.66079	coding
MSTRG.3432.1	0.28708	noncoding
MSTRG.3441.1	0.88459	coding
MSTRG.3441.2	0.93633	coding
MSTRG.3441.3	0.55971	coding
MSTRG.3442.1	0.69568	coding
MSTRG.3445.1	0.49324	noncoding
MSTRG.3446.1	0.37869	noncoding
MSTRG.3448.1	0.41304	noncoding
MSTRG.3449.1	0.99886	coding
MSTRG.3467.1	0.05228	noncoding
MSTRG.3471.1	0.65649	coding
MSTRG.3479.1	0.83205	coding
MSTRG.3480.1	0.92155	coding
MSTRG.3480.2	0.90542	coding
MSTRG.3480.3	0.94906	coding
MSTRG.3480.4	0.82644	coding
MSTRG.3481.1	0.81265	coding
MSTRG.3484.1	0.21153	noncoding
MSTRG.3495.1	0.97228	coding
MSTRG.3495.2	0.91480	coding
MSTRG.3495.3	0.90399	coding
MSTRG.3495.4	0.89442	coding
MSTRG.3495.5	0.97077	coding
MSTRG.3497.1	0.29573	noncoding
MSTRG.3497.2	0.22321	noncoding
MSTRG.3505.1	0.02890	noncoding
MSTRG.3509.1	0.99990	coding
MSTRG.3510.1	0.43342	noncoding
MSTRG.3511.1	0.07828	noncoding
MSTRG.3511.2	0.06172	noncoding
MSTRG.3512.1	0.13735	noncoding
MSTRG.3518.1	0.72581	coding
MSTRG.3521.1	0.82327	coding
MSTRG.3528.1	0.11487	noncoding
MSTRG.3529.1	0.94138	coding
